Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
#adm1+name,#country+name,#geo+lat,#geo+lon,#date,#affected+infected+value+num,#country+code,#region+main+code,#region+sub+code,#region+intermediate+code
Guangdong,China,23.3417,113.4244,7/5/20,1631,CHN,142,30,
Guangdong,China,23.3417,113.4244,7/4/20,1631,CHN,142,30,
Guangdong,China,23.3417,113.4244,7/3/20,1629,CHN,142,30,
Guangdong,China,23.3417,113.4244,7/2/20,1629,CHN,142,30,
Guangdong,China,23.3417,113.4244,7/1/20,1627,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/30/20,1627,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/29/20,1627,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/28/20,1625,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/27/20,1622,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/26/20,1622,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/25/20,1621,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/24/20,1621,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/23/20,1620,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/22/20,1619,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/21/20,1614,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/20/20,1614,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/19/20,1604,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/18/20,1604,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/17/20,1603,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/16/20,1593,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/15/20,1592,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/14/20,1590,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/13/20,1590,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/12/20,1590,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/11/20,1589,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/10/20,1588,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/9/20,1587,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/8/20,1586,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/7/20,1585,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/6/20,1584,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/5/20,1584,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/4/20,1584,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/3/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/2/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,6/1/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/31/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/30/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/29/20,1583,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/28/20,1582,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/27/20,1582,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/26/20,1581,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/25/20,1581,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/24/20,1581,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/23/20,1580,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/22/20,1580,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/21/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/20/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/19/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/18/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/17/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/16/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/15/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/14/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/13/20,1579,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/12/20,1578,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/11/20,1578,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/10/20,1577,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/9/20,1576,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/8/20,1575,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/7/20,1575,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/6/20,1575,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/5/20,1575,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/4/20,1571,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/3/20,1569,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/2/20,1567,CHN,142,30,
Guangdong,China,23.3417,113.4244,5/1/20,1565,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/30/20,1565,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/29/20,1557,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/28/20,1554,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/27/20,1547,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/26/20,1542,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/25/20,1542,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/24/20,1534,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/23/20,1528,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/22/20,1511,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/21/20,1501,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/20/20,1494,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/19/20,1490,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/18/20,1482,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/17/20,1475,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/16/20,1471,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/15/20,1462,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/14/20,1458,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/13/20,1454,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/12/20,1443,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/11/20,1437,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/10/20,1434,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/9/20,1423,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/8/20,1411,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/7/20,1401,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/6/20,1395,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/5/20,1387,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/4/20,1378,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/3/20,1368,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/2/20,1365,CHN,142,30,
Guangdong,China,23.3417,113.4244,4/1/20,1357,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/31/20,1356,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/30/20,1351,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/29/20,1349,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/28/20,1341,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/27/20,1337,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/26/20,1336,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/25/20,1336,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/24/20,1333,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/23/20,1332,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/22/20,1329,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/21/20,1325,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/20/20,1323,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/19/20,1318,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/18/20,1313,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/17/20,1307,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/16/20,1306,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/15/20,1304,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/14/20,1299,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/13/20,1296,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/12/20,1289,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/11/20,1282,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/10/20,1274,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/9/20,1260,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/8/20,1256,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/7/20,1237,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/6/20,1216,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/5/20,1181,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/4/20,1133,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/3/20,1101,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/2/20,1059,CHN,142,30,
Guangdong,China,23.3417,113.4244,3/1/20,1016,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/29/20,983,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/28/20,935,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/27/20,890,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/26/20,851,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/25/20,822,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/24/20,786,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/23/20,755,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/22/20,728,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/21/20,690,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/20/20,642,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/19/20,606,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/18/20,565,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/17/20,524,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/16/20,465,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/15/20,410,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/14/20,362,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/13/20,314,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/12/20,275,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/11/20,212,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/10/20,167,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/9/20,141,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/8/20,112,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/7/20,88,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/6/20,69,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/5/20,49,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/4/20,30,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/3/20,21,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/2/20,15,CHN,142,30,
Guangdong,China,23.3417,113.4244,2/1/20,14,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/31/20,11,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/30/20,10,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/29/20,5,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/28/20,4,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/27/20,4,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/26/20,2,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/25/20,2,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/24/20,2,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/23/20,2,CHN,142,30,
Guangdong,China,23.3417,113.4244,1/22/20,0,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/10/20,256,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/9/20,256,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/8/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/7/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/6/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/5/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/4/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/3/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/2/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,10/1/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/30/20,255,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/29/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/28/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/27/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/26/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/25/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/24/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/23/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/22/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/21/20,254,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/20/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/19/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/18/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/17/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/16/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/15/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/14/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/13/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/12/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/11/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/10/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/9/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/8/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/7/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/6/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/5/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/4/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/3/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/2/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,9/1/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/31/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/30/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/29/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/28/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/27/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/26/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/25/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/24/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/23/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/22/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/21/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/20/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/19/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/18/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/17/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/16/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/15/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/14/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/13/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/12/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/11/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/10/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/9/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/8/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/7/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/6/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/5/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/4/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/3/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/2/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,8/1/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/31/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/30/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/29/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/28/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/27/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/26/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/25/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/24/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/23/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/22/20,253,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/21/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/20/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/19/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/18/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/17/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/16/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/15/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/14/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/13/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/12/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/11/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/10/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/9/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/8/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/7/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/6/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/5/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/4/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/3/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/2/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,7/1/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/30/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/29/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/28/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/27/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/26/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/25/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/24/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/23/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/22/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/21/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/20/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/19/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/18/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/17/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/16/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/15/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/14/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/13/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/12/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/11/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/10/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/9/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/8/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/7/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/6/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/5/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/4/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/3/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/2/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,6/1/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/31/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/30/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/29/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/28/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/27/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/26/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/25/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/24/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/23/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/22/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/21/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/20/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/19/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/18/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/17/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/16/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/15/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/14/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/13/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/12/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/11/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/10/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/9/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/8/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/7/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/6/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/5/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/4/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/3/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/2/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,5/1/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/30/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/29/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/28/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/27/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/26/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/25/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/24/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/23/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/22/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/21/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/20/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/19/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/18/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/17/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/16/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/15/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/14/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/13/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/12/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/11/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/10/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/9/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/8/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/7/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/6/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/5/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/4/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/3/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/2/20,252,CHN,142,30,
Guangxi,China,23.8298,108.7881,4/1/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/31/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/30/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/29/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/28/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/27/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/26/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/25/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/24/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/23/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/22/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/21/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/20/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/19/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/18/20,250,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/17/20,248,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/16/20,248,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/15/20,243,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/14/20,243,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/13/20,243,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/12/20,241,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/11/20,238,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/10/20,234,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/9/20,230,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/8/20,223,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/7/20,218,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/6/20,217,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/5/20,214,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/4/20,210,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/3/20,202,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/2/20,192,CHN,142,30,
Guangxi,China,23.8298,108.7881,3/1/20,181,CHN,142,30,
Guangxi,China,23.8298,108.7881,2/29/20,176,CHN,142,30,
Guangxi,China,23.8298,108.7881,2/28/20,168,CHN,142,30,
